城市shapefile,City,Lat,Long,tarl_2011,trev_2011,dmarl_2011,dmrev_2011,inarl_2011,inrev_2011,CPIpy_2011,CPI11_2011,hprice_2011,emphotel_2011,GDP_2011,GDPpc_2011,slry_2011,pop_2011,area_2011,road_2011,terti_2011,invest_2011,forncap_2011,bus_2011,taxi_2011,hotel_2011,spot5A_2011,scenum_2011,subnum_2011,grnld_2011,tarl_2012,trev_2012,dmarl_2012,dmrev_2012,inarl_2012,inrev_2012,CPIpy_2012,CPI11_2012,hprice_2012,emphotel_2012,GDP_2012,GDPpc_2012,slry_2012,pop_2012,area_2012,road_2012,terti_2012,invest_2012,forncap_2012,bus_2012,taxi_2012,hotel_2012,spot5A_2012,scenum_2012,subnum_2012,grnld_2012,tarl_2013,trev_2013,dmarl_2013,dmrev_2013,inarl_2013,inrev_2013,CPIpy_2013,CPI11_2013,hprice_2013,emphotel_2013,GDP_2013,GDPpc_2013,slry_2013,pop_2013,area_2013,road_2013,terti_2013,invest_2013,forncap_2013,bus_2013,taxi_2013,hotel_2013,spot5A_2013,scenum_2013,subnum_2013,grnld_2013,tarl_2014,trev_2014,dmarl_2014,dmrev_2014,inarl_2014,inrev_2014,CPIpy_2014,CPI11_2014,hprice_2014,emphotel_2014,GDP_2014,GDPpc_2014,slry_2014,pop_2014,area_2014,road_2014,terti_2014,invest_2014,forncap_2014,bus_2014,taxi_2014,hotel_2014,spot5A_2014,scenum_2014,subnum_2014,grnld_2014,tarl_2015,trev_2015,dmarl_2015,dmrev_2015,inarl_2015,inrev_2015,CPIpy_2015,CPI11_2015,hprice_2015,emphotel_2015,GDP_2015,GDPpc_2015,slry_2015,pop_2015,area_2015,road_2015,terti_2015,invest_2015,forncap_2015,bus_2015,taxi_2015,hotel_2015,spot5A_2015,scenum_2015,subnum_2015,grnld_2015,tarl_2016,trev_2016,dmarl_2016,dmrev_2016,inarl_2016,inrev_2016,CPIpy_2016,CPI11_2016,hprice_2016,emphotel_2016,GDP_2016,GDPpc_2016,slry_2016,pop_2016,area_2016,road_2016,terti_2016,invest_2016,forncap_2016,bus_2016,taxi_2016,hotel_2016,spot5A_2016,scenum_2016,subnum_2016,grnld_2016,tarl_2017,trev_2017,dmarl_2017,dmrev_2017,inarl_2017,inrev_2017,CPIpy_2017,CPI11_2017,hprice_2017,emphotel_2017,GDP_2017,GDPpc_2017,slry_2017,pop_2017,area_2017,road_2017,terti_2017,invest_2017,forncap_2017,bus_2017,taxi_2017,hotel_2017,spot5A_2017,scenum_2017,subnum_2017,grnld_2017,tarl_2018,trev_2018,dmarl_2018,dmrev_2018,inarl_2018,inrev_2018,CPIpy_2018,CPI11_2018,hprice_2018,emphotel_2018,GDP_2018,GDPpc_2018,slry_2018,pop_2018,area_2018,road_2018,terti_2018,invest_2018,forncap_2018,bus_2018,taxi_2018,hotel_2018,spot5A_2018,scenum_2018,subnum_2018,grnld_2018,tarl_2019,trev_2019,dmarl_2019,dmrev_2019,inarl_2019,inrev_2019,CPIpy_2019,CPI11_2019,hprice_2019,emphotel_2019,GDP_2019,GDPpc_2019,slry_2019,pop_2019,area_2019,road_2019,terti_2019,invest_2019,forncap_2019,bus_2019,taxi_2019,hotel_2019,spot5A_2019,scenum_2019,subnum_2019,grnld_2019
运城县,Yuncheng,35.0327069129092,111.013389454479,19449.8,12598.3914044,19315,12380,134.8,33.813,100,1,2008.696768,.2,10168221,19733,30490.76,509.0113,14181,350,35.22,6641631,20089,345,1805,50,0,1,0,1225,23948.126,16589.7358875,23789,16335,159.126,40.3542,102.48313,1.0248313,2403.49697265,.22,10686498,20628,31912,503.751,14181,433,37.37,8268454,20331,350,1805,53,0,1,0,1195,29071.829,21252.11470616,28893.6,20969,178.229,45.7138,102.84146,1.05395147145698,2663.79541387,.89,11401151,21887,34964,498.9365,14181,601,38.47,10088690,1351,909,1805,39,0,1,0,1621,34676.932,26877.51824368,34648,26830,28.932,7.7356,101.79068386,1.072824410348593,2888.82658989,.2472,12017177,22940.7,39815,496.5352,14181,716,42.25,12027349,1658,909,1805,39,0,1,0,1688,40388.039,32691.2310206,40357.8,32638,30.239,8.5465,100.51896,1.078391939908538,3000.380499,.1928,11740143,22304,46588,492.4868,14183,715.8000000000001,46.08,13706705,1745,366,1801,34,0,1,0,1738,53247.63200000001,43442.71394315,53215.8,43382,31.832,9.140499999999999,101.49892804,1.094556259076927,3024.228646,.1492,12222982,23105,49545,488.8196,14183,716,47.2,14837212,2229,378,1801,28,0,1,0,2104,67075.951,55653.16021302,67042.3,55587,33.651,9.7989,100.33761918,1.098251690943461,3206.847527,.1357,13362914,25115,54570,485.5329,14183,840,65.39,6161367,6985,502,1801,25,0,1,0,2129,83590.694,70592.92485318,83555.2,70524,35.494,10.4157,101.0195693,1.109449128021052,3364.53280541,.1328,15096407,28229,61243,481.7531,14183,,48.22,,,642,4659,18,0,1,0,2140,97719.37999999998,83106.090455,97681.89999999999,83030,37.48,11.03,101.68727277,1.128168561055153,3862.35007599,.1319,15535350,28951,61815,478.9135,14183,971,49.54,,1773,644,1801,14,0,1,0,2365
连云港市,Lianyungang,34.6022495252672,119.228621333166,16691.589,19662.937572,16559.3,18831.7546,132.289,128.69,100,1,3880.235473,.23,14221600,32384,38816.04,438.61,7615,1675,39.14,10431878,60986,596,1611,59,0,1,0,18733,19087.384,23070.56875,18942.7,22159.4225,144.684,144.34,102.3,1.023,4140.74054156,.2,16187500,36819,44123.73322,440.6899999999999,7615,1711.03,39.6,12808779,73354,741,1611,59,0,1,0,19464,21384.528,25828.35251016,21360.3,25725.0264,24.228,16.6838,102.2,1.045506,4386.32280951,.53,18290400,41403,46246.81,442.83,7615,1748,40.26,13501170,86990,780,1611,60,0,1,0,19852,24173.272,29857.238928,24150.3,29742,22.972,18.76,102.4,1.070598144,4637.27396050499,.25,19871900,44757,52614.12,445.17,7615,1775,41.42,17165737,95438,751,1611,44,0,1,0,20251,26847.745,33998.554176,26827.4,33870,20.345,20.64,101.8,1.089868910592,4950.445982570927,.2506,23050500,51219,56154,447.37,7615,2387.64,42.53,20773537,80108,1084,1814,39,0,1,0,22120,30133.424,39309.731463,30110.8,39158.2206,22.624,22.81,102.1,1.112756157714432,5173.635181437692,.25,25364900,56041,61262,449.64,7615,2505.69,43.13,23851577,55044,1168,1814,34,1,1,0,22460,33867.94,45595.378888,33841.8,45412,26.14,27.16,101.8,1.132785768553292,5666.867079978054,.2572,27844800,61173,69726,451.84,7615,2692,47.07,26036300,70902,1292,1814,26,1,1,0,22608,38050.836,52815.279474,38021.9,52620,28.936,29.51,102.3,1.158839841230017,7285.320916214497,.2891,29230400,63926,75808,452,7615,2524,44.69,,60345,1325,1861,20,1,1,0,22865,42027.40299999999,58428.64936999999,41993.6,58205,33.803,32.42,103,1.193605036466918,6981.474554619429,.351,31252900,68151,,451.1,7616,2652,45.03,,61402,1387,1811,17,1,1,0,23050
通化市,Tonghua,41.7338158016134,125.94660627598,4751.4,4853.56178584,4653,4736,98.40000000000001,18.2018,100,1,2505.181347,.11,7802319,34515,28397.35,226,15608,297,37.6,5478096,25151,373,1387,26,0,0,0,1490,5584.6,6175.5968125,5469,6020,115.6,24.649,102.3,1.023,2645.16129032,.13,8811232,39111,31761,224.6,15608,395,37.12,7351401,29287,356,1387,33,0,0,0,1507,6443.891,7792.941943800001,6309.5,7605,134.391,30.3465,102.3,1.046529,2933.74422188,.16,10034500,44909,36074,222.3,15608,400,36.42,7578122,34006,370,1423,32,0,0,0,1531,7564.061,9539.570604639999,7395.4,9322,168.661,35.4188,101.9,1.066413051,3765.60006139,.1304,10084958,45378,39348,222.19,15612,409,38.29,8538657,8113,404,1502,,0,0,0,1564,8828.018,12020.33837748,8629,11749,199.018,43.5647,101.6,1.083475659816,3326.334983,.1227,10012129,45171,44405,221.1,15612,414.26,39.63,9640251,43085,398,1503,,0,0,0,1871,10339.312,15438.40324459,10098.5,15088,240.812,52.7533,102.1,1.106228648672136,3600.978961,.1093,9475914,42979,47506,219.85,15612,415.79,43.39,10657295,46939,432,1484,,0,0,0,1846,12335.5,19452.32436216,12131,19110,204.5,50.7012,102.6,1.134990593537611,3937.243234,.1122,8361347.000000001,38267,52054,217.15,15612,416.78,56.38,6969128,51216,386,1504,,0,0,0,1859,14703.6,25114.97514,14508,24843,195.6,41.1,101.6,1.153150443034213,4782.99134562,.1085,8293000.000000001,38296,58342,215.94,15612,425.75,52.74,,8850,323,1502,,0,0,0,1871,17445.2,31076.246195,17275,30815,170.2,37.87,102.7,1.184285504996137,4789.0498223,.121,7257567,33702,60226,214.74,15612,430.94,58.15,,,394,1504,,1,0,0,2002
通辽市,Tongliao,43.6579800839166,122.250521787376,2720.723,4499.37243612,2700.5,4425,20.223,11.5149,100,1,2016.572232,.13,14488194,46167,34591.68,313.64,59535,906.3700000000001,24.4,8522000,4835,262,2849,21,0,0,0,2270,3074.726,4950.5275,3052.4,4872,22.326,12.44,103.9,1.039,2867.83067882,.11,16931900,54019,38281,313.25,59500,959,23.09,12815760,6598,388,2949,30,0,0,0,2606,3360.203,5747.153132,3337,5648,23.203,16.01,105.7,1.098223,3188.86489405,.25,17818000,56955,42929,312.57,59500,1049,27.89,15776517,7047,382,2949,32,0,0,0,2607,3485.263,7382.813327640001,3460.9,7266,24.363,19.0163,102,1.12018746,3826.57332458,.2355,18868000,60380,46971,312.4,,1089,29.35,18663619,2215,477,2849,31,0,0,0,2337,4470.229,9331.946025880001,4445.1,9216,25.129,18.6157,99.8,1.11794708508,3179.98042893,.2519,18772700,60123,53093,312.08,59629,1188.84,35.1,12886569,2139,567,2589,28,0,0,0,2456,5434.572,13348.791175,5408,13201,26.572,22.25,101.6,1.13583423844128,3518.611737,.1963,19493817.9,62424,57029,312.48,59500,1226.04,36.37,14755122,1658,,,28,0,0,0,2485,6448.523999999999,15986.063306,6421.8,15833,26.724,22.67,101.2,1.149464249302576,3607.919646,.2119,12226200,39102,61470,312.87,59500,1226.04,52.52,,200,528,3059,28,0,0,0,2489,7609.030000000001,19850.891836,7583.2,19711,25.83,21.14,102,1.172453534288627,4424.87358382,.1313,13016000,41573,66104.19518,313.32,59500,1226.04,52.7,,315,457,3059,26,0,0,0,2489,12968.726,26709.97273294999,12940.8,26555,27.926,22.4647,104.3,1.222869036263038,4854.799391,.129,12672599,40410,73313,313.88,59500,1226.04,46.94,,3054,457,3059,27,0,0,0,2491
遂宁市,Suining,30.5390976711091,105.599421530644,13608.8,10310.81849,13600,10300,8.800000000000001,1.675,100,1,2888.594604,.08,5863600,18528,31783.4,326.01,5325,683.4,25.35,5113797,3409,221,464,20,0,0,0,5591,17054.2,13120.186375,17030,13090,24.2,4.782,102.5,1.025,3713.58819286,.07,6546500,20908,37262.27,317.8,5323,855.1,25.33,6284862,5047,208,530,24,0,0,0,5894,20116.8,16699.37216956,20110,16690,6.8,1.5133,102.8,1.0537,3818.23726746,.23,7066900,22517,40168.82,313.8,5323,1782.38,26.83,7814778,5506,220,725,23,0,0,0,5901,24335.1,20118.14964046199,24327.9,20109,7.2,1.48949021,101.7,1.0716129,4446.9261998,.2471,8090000.000000001,24691,43667.29,309.6,5323,1868,27.3,8901844,6008,340,775,22,0,0,0,5948,31063.302,25101.86914284,31062.5,25100,.802,.3001,101.7,1.0898303193,4072.665769,.2321,8713600,27868,49753,305.4,5323,2068.3,28.37,9866098,7261,255,783,20,0,0,0,5967,39318.567,31002.55371912428,39318.1,31001,.467,.23391282,101.40238037,1.105113885764172,4078.743418,1.5112,9268400,30615,55279,301,5323,2095.4,32.19,11008162,5562,263,783,20,0,0,0,6768,43565.517,38519.76191686367,43565.1,38519,.417,.11284648,101.83736311,1.12541884062469,4199.135292,.1338,10464300,34835,61289,294.3,5323,1059.37,40.81,12576300,4108,231,753,20,0,0,0,6262,49713.70300000001,46721.34972846504,49713.6,46721,.103,.05284983,101.79149565,1.145580670198762,5060.796,.0926,12308500,37943,71498,289.4,5323,1464.34,40.16,,4042,271,753,17,0,0,0,6406,58314.622,56318.25125586271,58314.1,56317,.522,.18138086,102.83069208,1.178008531500089,5800.09208368,.4451,13397100,42113,59290,285.4,5323.2,1450.88,40.51,,28524,271,769,16,0,0,0,5764
遵义市,Zunyi,27.7317008789166,106.933427748018,26254.3,24077.92849708,26240,24050,14.3,4.3241,100,1,2955.271565,.18,11214632,18335.04782147,40542.17,610,30762,385,42.52,6853103,3331,509,1137,38,0,1,0,2072,33541.4,31195.33976874999,33526,31165,15.4,4.8063,102.2,1.022,3376.5203596,.27,13619300,22295.57338135,45301,611.7,30762,385,41.41,11764800,3278,603,1637,41,0,1,0,2384,43027.7,35899.976626,43012,35868.67,15.7,5.055,102.7,1.049594,3418.93564356,.31,15846700,25852,50504,614.25,30762,385,39.92,15660575,8142,623,1673,42,0,1,0,2320,51763,44443.3566804,51745.8,44409,17.2,5.593,102,1.07058588,3284.1624243396,.35,18743600,30484,57152,615.49,30762,552,39.81,20522967,12603,674,2155,,0,1,0,2320,62219.00000000001,54707.35233764001,62200.60000000001,54670.00000000001,18.4,5.997100000000001,101.8,1.08985642584,3221.242420448244,.3279,21683400,35123,66991,619.21,30762,552,39.12,16937364,15605,847,2468,,0,1,0,2666,84306.89999999999,79272.2387022,84284.59999999999,79221,22.3,7.714,101.2,1.10293470295008,3287.85334453,.3465,24039400,38709,73904,648.42,30762,1196.73,40.37,20688821,36610,1100,2861,,0,1,0,4036,118797.3,113620.196712,118779,113520,18.3,14.84,101.5,1.119478723494331,3542.054143418061,.3618,27485900,44060,78813,654.08,30762,1159.03,49.01,,39125,1100,2802,,0,1,0,4988,154788,155720.1168276,154746,155580,42,21.174,102.8,1.150824127752172,4305.249949991817,,30002300,47931,88082,656.47,30762,1377.97,,,,,,,0,1,0,5072,192736,198827.2318605,192697,198690,39,19.893,102,1.173840610307216,4632.820028713591,.4999,34833200,55411,94644,659.74,30762,1533.75,41.87,,43542,1034,3174,,0,1,0,6543
邢台市,Xingtai,37.076685950966,114.511462256129,8563,5193.1835368,8543,5150,20,6.686,100,1,2625.276926,.31,14289231,20027,34829.75,715.55,12433,1435.35,29.16,9789354,1610,1042,4143,23,0,1,0,3771,10562.9,6687.6278125,10540,6640,22.9,7.545,102.9,1.029,2966.09960235,.49,15320620,21361,36278,718.861842046,12433,1530,30.16,11864656,9975,1267,2873,24,0,2,0,3783,11959.6,8250.2950468,11941,8215,18.6,5.699,103.9429,1.069572441,3143.44430637,.47,16045756,22277,39706,721.6899999999999,12433,1366.7,31.74,14177624,45976,1451,2863,25,0,2,0,3851,14040.742,10678.0730744,14022,10640,18.742,6.198,101.6789,1.087529492711949,3575,.4429,16469408,22758,41199,725.63,12433,1461,36.04,16470795,48600,1891,4449,,0,2,0,4415,17162.774,14032.0043296,17139,13990,23.774,6.744,100.9776,1.098161181032701,4001.44390666,.3589,17647323,24256,46944,729.4399999999999,12433,1519,39.41,18258871,21968,2184,4677,,0,2,0,2966,21118.823,18207.7382101,21092,18160,26.823,7.187,101.5743,1.115449532505699,3923.034036,.3237,19757460,27038,50205,731.99,12433,1519,39.49,20259144,54422,2618,4588,,0,2,0,2988,26346.57599999999,23988.98880158,26316.1,23936,30.476,7.8481,102.0409,1.138214742014607,4363.339244,.1989,20906243,28499,59431,735.1600000000001,12433,1519,63.18,21695613,60349,1191,2863,,0,2,0,4125,30584.39,29099.12216256,30548.5,29031,35.89,10.2944,102.2134,1.163407987114358,4842,.1952,21507600,29210,64248,737.4399999999999,12433,1623,46.89,,63764,1195,2863,,0,2,0,4310,35519.486,36087.0960722,35476.1,35996,43.386,13.2052,102.8,1.19598341075356,5081.10516821,.1604,21199582.737,28707.05061365,67415,739.52,12433,1681,47.33,,68530,1434,2863,,0,2,0,4720
邯郸市,Handan,36.631262731204,114.545628228235,17225.6,9911.282872,17200,9860,25.6,7.94,100,1,3351.123325,.44,27890278,30270,36119.57,923.9210999999999,12062,3183.8,32.66,18888065,65546,1789,6998,23,0,0,0,7996,23038,13587.5228125,23000,13500,38,13.865,102.8,1.028,3710.33298435,.6,30242864,32650,38255,928.6442999999999,12065,3259,33.71,22921322,80020,2219,4860,28,0,2,0,8029,27656,17596.92358,27610,17500,46,15.65,102.9613,1.058442164,4050.84065074,.68,30615043,30800,39042,932.5103999999999,12065,3157,35.76,26612310,88377,2899,7185,27,0,2,0,7947,32731,23598.530512,32690,23500,41,16.04,102.1209,1.080890663856276,4209,.62,30800054,32943,41219,937.3902,12065,3126,36.8,30907369,92540,2815,7245,28,0,2,0,8092,37000,33782.920892,33670,33670,51,18.13,101.8682,1.101083863238439,4501.27538305,.5607,31454319,33450,46550,943.3,12065,3161,40.03,34433153,82027,3695,7258,28,1,2,0,8159,47400,48960.617491,47342,48820,58,21.17,101.3668,1.116133477481182,5305.2225,.5258,33611123,35265,50847,949.28,12065,3811,40.26,37651978,102156,4252,8044,26,1,2,0,9983,58598,63854.42775380001,58531,63710,67,21.391,101.4183,1.131963598592298,5581.472833,.3376,33795261,35567,58917,951.1065000000001,12065,4134,50.31,40291230,109238,2854,5210,24,2,2,0,8014,69941.40000000001,79914.31951782,69860.10000000001,79734,81.3,27.2493,102.2963,1.157956878706773,6358,.3482,34546000,36289,62696,952.8100000000001,12065,4167,45.83,,111460,2830,5994,24,2,2,0,8260,80365.58399999999,97715.5736378,80280.39999999999,97511,85.184,29.6548,102.6,1.188063757553149,6811.59353336,.3911,34860495.855,36545.6141226,66540,954.97,12065,4173,45.59,,119178,2676,5207,23,2,2,0,8372
邵阳市|邵陽市,Shaoyang,27.2452702728085,111.474432885931,8094.56,5622.85252616,8080,5600,14.56,3.5382,100,1,2296.4563,.15,9072264,12797,29464.92,710.72,20830,852,35.99,5621014,9110,334,780,42,0,3,0,1820,9632.145134460001,7086.709405115625,9592.536134460001,7026.82741986,39.609,9.48625509,101.8,1.018,2656.93035428,.11,10284120,14406,32262.82472173,702.9100000000001,20830,885,36.72,7616052,16600,331,780,46,0,4,0,1947,10994.48969287,8427.324383804409,10948.48069287,8340.352935950001,46.009,14.04305494,102.4,1.042432,2863.48,.17,11300400,15727,36480.66121536,698.78,20830,938.0000000000001,38.63,10299862,13737,450,1100,56,0,4,0,2040,12861.57933743,10080.42159591128,12832.67333743,10036.88141354,28.906,7.0880026,101.9,1.062238208,2802.21,.16,12616104,17498,41259.25,693.63,20830,1100,40.31,12677749,18427,423,1100,53,0,4,0,2129,15714.22858,13869.39264414606,15690.92358,13827.66383,23.305,6.69976465,101.4,1.077109542912,2922.62,.173,13869988,19156,47249,690.33,20830,1180,41.79,15225968,19200,417,1100,44,0,4,0,2406,20355.9277,16290.58819122865,20335.5777,16249.34266,20.35,6.2095255,101.7,1.095420405141504,2953.14,.1591,15302600,20987,52334,688.8399999999999,20830,1250,43.11,16276438,22547,384,1100,39,1,4,0,2682,38051.79136,33217.162681,37948.05036,33043,103.741,25.795,101.10029513,1.107473262512302,3470.56,.149,16275300,22148,58665,687.21,20830,1346,50.17,18398002,26622,518,1100,32,1,4,0,2885,51585.60772999999,43690.25780916,51447.81673,43467.5598,137.791,33.6534,101.8,1.127407781237524,3926.58,.1672,17826500,24178,63871,679.04,20830,1406,48.24,,30235,559,984,31,1,4,0,3123,56167.43088,52176.24070193533,56086.38788,52048.83577,81.04300000000001,18.46849778,102.9,1.160102606893412,4193.54,.1683,21524766.834,29339.28553708,65835,665.39,20830,1058.17,56.02,,34056,703,1100,25,1,4,0,3123
郑州市,Zhengzhou,34.7534388504544,113.631419207339,54641,58990,80148,69636,383.969,147.6,100,1,4691.157178,3.41,49798455,56855,35755.56,886,7446,3362,39.64,30025000,310000,5271,10607,104,1,2,0,11680,62004,70010,61582,94198.68000000001,422.19,158,102.3,1.023,5643.08013505,3.38,55497869,62053.85922737,41480,947.96,7446,3564.49,40.98,35612211,342898,5548,10607,106,1,2,0,12778,70196,80100,99130.895,110386.96,436.095,165.08,102.39137401,1.0474637561223,6586.82507537,3.67,62018473.094,68072.8745566,44622.18263804,986.6299999999999,7446,3836.05,41.67,44002102,332178,5745,10608,104,1,2,0,13444,77660.10000000001,89260,102166,114918.88,481.889,181.36,102,1.068413031244746,6579.132129,3.35,67769890,72992,49756.03,1029.62,7446,4174,46.37,52596482,363002,6297,10608,96,1,2,20,15168,86744,100420,122918.3,138257.64,501.262,190.06,101.0794886,1.079946428117947,7222.552368,3.221,73115210,77179,52987,1069.2,7446,4720.24,48.64,62880031,382661,6221,10608,93,1,2,20,16369,89336,105390,137010.4,156697.8,480.652,199.45,102.3,1.10478519596466,8093.231419,3.0947,81139666,84113,61149,1119.41,7446,5125.46,51.28,69986438,403305,6230,10908,89,1,2,36,17628,100921,119500,111676.4,119312,546.936,209.1876,101.8,1.124671329492024,8323.151895000001,2.9616,91937679,93792,70486,1164.32,7446,5820.85,60.18,76354900,404969,6180,10908,84,1,2,60,19643,114100,138740,182558.4,219477,570.861,219.1566,102.00576385,1.147229580450289,8155.935471,2.6939,101433172.2,101352,80963,1205.22,7446,6117.54,54.67,,421080,6373,10908,80,1,2,60,21544,130595,159860,209280.1,253127,598.412,206.03,103.1,1.182793697444248,9332.130463879999,2.8455,115864172.89,94943.78465894,88030,1235.47,7446,6297.36,58.95,,440542,6316,10908,71,1,2,92,23194
郴州市|郴州市,Chenzhou,25.7766832736018,113.021460499094,22369.24,13702.26793612,22150,13200,219.24,77.7649,100,1,2625.025468,.4,13463756,29305,34825.95,460.52,19730,760,31.17,10110391,65803,608,2046,31,0,2,0,2415,27153.36307563,17124.18968790062,26915.75207563,16562.88463633,237.611,88.91961213,102.6,1.026,2834.01971066,.43,15172679.44,32848,37946.42315136,459.71,19342,849.65,31.72,10983975,75042,670,1710,31,0,2,0,2663,33346.28576872,22137.72534467198,33095.89976872,21485.67004578,250.386,105.28568412,102.5,1.05165,3364.07,.52,16855200,36256,40792.24276256,461.18,19342,910,32.64,14740568,101808,876,1649,29,0,2,0,2936,39027.99615273,25358.96623256638,38764.48215273,24723.5982253,263.514,103.43296335,102,1.072683,3225.04,.5353,18725768,39999,44281,461.63,19342,955.7700000000001,33.67,18145593,117706,1683,1820,30,0,2,0,3127,44522.00431,30155.883973203,44226.31831,29346.99866,295.686,129.8704825,102,1.09413666,3221.98,.5414,20120654,42682,49086,464.5600000000001,19654,909.53,35.58,21689817,135413,1804,1647,25,1,2,0,3166,49046.73328,33026.66826325438,48737.49428,32137.26409,309.239,133.9000306,101.6,1.11164284656,3370.08,.5016,22041300,46691,55560,465.12,19654,961.9999999999999,38.13,23273626,151975,1815,1664,25,1,2,0,3231,61644.65094,54498.07338251409,61274.72494,53370.39257,369.926,167.0192856,102.19812962,1.136078197238847,3737.33,.4235,21781900,46134,60820,464.5600000000001,19342,1049,54.4,26280980,171352,1406,929,24,1,2,0,3275,72067.25144000001,65873.52262697087,71618.10244,64500.81745,449.149,207.4387489,101.9,1.157663682986385,4524.66,.3827,23918696,50482,65367,465.54,19342,1066.72,46.52,,190565,1394,1128,24,1,2,0,3293,80061.56092999999,78870.22691276665,79512.18693,77129.01496,549.374,252.4044289,103.2,1.194708920841949,4919.44,.3638,24108861.671,50759.77276226,67178,466.52,19342,776.52,51.84,,211530,4344,1220,20,1,2,0,3307
鄂尔多斯市,Eerduosi,39.6144823139488,109.787443179236,5062.6,9504.94445488,5031.1,9396,31.5,16.8676,100,1,4320.278363,.04,32185396.67,163013.55688013,59298.57,199.93,86752,2499.9,37.34,22329118,127000,442,2460,28,2,0,0,8305,5929.115,12540.695,5894.8,12420,34.315,19.12,101.8,1.018,4034.62322915,.06,36568000,182680,66892,200.42,86800,2021,37.01,25530538,153000,396,2501,31,2,0,0,10572,6506.736,15235.472548,6475.7,15103,31.036,21.39,101.8,1.036324,4061.67968556,.41,39559000,196728,68231,201.75,86800,2914,37.64,29763846,160000,485,2517,30,2,0,0,10692,7145.659000000001,19712.999996,7114.6,19559,31.059,25.07,101.5,1.05186886,4349.87907845,.3293,40554873,200152,69955,203.5,86752,2915,39.44,34225280,168500,473,2613,32,2,0,0,11432,8682.788,25577.0020512,8651,25419,31.788,25.368,100,1.05186886,4192.87529056,8.0749,42261300,207163,70583,204.51,86752,2948.26,40.87,27371694,173000,510,3540,32,2,0,0,11577,10405.725,30218.869829,10371,30038,34.725,27.23,102.8,1.08132118808,4053.547237,.4617,44179300,215488,74496,205.53,86800,2984.1,41.85,30500757,195000,358,3590,32,2,0,0,11753,12285.956,37830.619752,12251.1,37644,34.856,27.64,103.4,1.11808610847472,3611.156064,.3926,35798100,173046,78166,206.87,86800,2858.9,66.22,,205000,482,3293,32,2,0,0,12149,14157.618,46128.62546,14122.5,45944,35.118,27.9,103,1.151628691728962,5773.89972145,.216,37632000,,92827.44481,207.84,86800,2858.9,44.55,,211295,535,2610,29,2,0,0,11828,22766.416,58576.55434844999,22731.3,58389,35.116,27.1877,101.5,1.168903122104896,6532.329379,.3047,36050277,173069,98126,208.76,86800,2945.38,38.53,,120175,571,3348,31,2,0,0,11865
鄂州市,Ezhou,30.3965721733169,114.90160738827,3771.599999999999,2483.1209396,3766.6,2473,5,1.567,100,1,2940.254038,.4,4908900,48759,26040.6,105.1,1594,916,28.53,3288600,13800,352,400,11,0,0,0,1621,3957.9,3368.26116875,3953.7,3360,4.2,1.3087,102.9,1.029,3625.85034014,.41,5603900,53256,27544.91,105.35,1594,1039,27.61,4427438,16450,372,400,11,0,0,0,1675,4831.2,4153.999999999999,4826.2,4147.930664,5,.98,102.7,1.056783,3328.31891689,.37,6309400,59790.57095475,29627.55,105.7,1596,1074,28.11,5671854,16200,564,499,10,0,0,0,1720,5739.86,5030,5737.4,5025.22643012,2.46,.7771,102,1.07791866,,.3632,6866400,64906,34041.59,105.88,1596,1167,28.88,6870800,21094,414,512,9,0,0,0,1771,6611,5801,6609.5,5798.63196232,1.5,.3802,101.4,1.09300952124,,.4032,7300100.000000001,68924,37215,105.95,1596,509,30.54,8062140,24450,380,520,10,0,0,0,1780,5767.799999999999,5267,5767.2,5264.70508535,.6,.3455,101.9,1.113776702143561,,.4873,7978200,74983,41189,106.85,1596,514,33.34,8532581,27087,382,520,,0,0,0,1784,5959.613,5472,5959,5470.95482136,.613,.1548,101.9,1.134938459484288,,.4184,9059200,84452,46920,107.69,1596,531,36.03,9838200,29256,433,516,,0,0,0,1827,6212.998,5839,6212.4,5837.93724556,.598,.1606,101.8,1.155367351755006,8374.747632000001,.4674,10053000,93317,51741,107.77,1596,531,38.54,,3857,425,520,,0,0,0,2033,7965.221,6109,7965.1,6108.7019848,.121,.0432,102.7,1.186562270252391,,.5111,11400651.019,106678,56038,105.97,1596,593,42.92,,4400,392,641,,0,0,0,1389
